Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_DailyRate,MonthlyIncome_JobLevel,YearsAtCompany_TotalWorkingYears,Age_Binned,MonthlyIncome_Binned,Income_to_Level_Ratio,Company_Loyalty,WorkLife_OverTime_Stress,JobRole_Hash_0,JobRole_Hash_1,JobRole_Hash_2,JobRole_Hash_3,JobRole_Hash_4,JobRole_Hash_5,JobRole_Hash_6,JobRole_Hash_7
50,0,2,1452,1,11,3,1,3,0,53,3,5,2,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,72600,99630,105,2,2,3321.0,0.22727272727272727,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1,1,602,2,1,1,5,3,0,100,1,1,1,2,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,11438,2325,0,0,0,1162.5,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
42,0,2,319,1,24,3,3,4,1,56,3,3,1,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,13398,22218,100,2,1,1851.5,0.9090909090909091,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,0,2,1245,2,14,3,1,3,1,80,3,2,2,1,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,47310,19848,90,1,2,3308.0,0.8181818181818182,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,0,2,854,2,1,4,3,4,0,68,3,5,4,0,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,42700,97585,224,2,2,3252.8333333333335,0.21212121212121213,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0,2,650,1,9,1,3,2,1,37,3,1,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,14950,2500,20,0,0,1250.0,0.6666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,2,1176,2,3,2,3,2,0,62,3,2,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,34104,11122,36,0,1,1853.6666666666667,0.8571428571428571,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,0,2,1154,2,2,2,1,1,1,54,3,1,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,35774,3067,6,1,0,1533.5,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
33,0,2,924,1,2,3,3,3,1,78,3,1,4,2,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,30492,2496,7,1,0,1248.0,0.125,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,1,574,1,20,1,3,4,1,40,3,1,4,1,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,16646,3812,121,0,0,1906.0,0.9166666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,2,469,2,10,3,3,3,1,42,2,2,3,2,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,13601,11738,40,0,1,1956.3333333333333,0.5555555555555556,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,0,2,1316,1,29,3,3,3,1,83,3,1,4,2,3452,9752,5,0,13,3,2,0,9,2,2,6,5,0,3,59220,3452,54,2,0,1726.0,0.6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,2,252,1,1,3,4,3,1,70,4,5,4,1,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,11340,96010,600,2,2,3200.3333333333335,0.9230769230769231,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,1,1302,1,6,4,1,1,1,80,4,2,1,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,46872,11124,27,1,1,1854.0,0.3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,0,2,1115,1,1,4,1,1,1,51,2,2,3,0,5993,2689,1,0,18,3,3,1,7,2,4,7,5,0,7,41255,11986,49,1,1,1997.6666666666667,0.875,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,1,2,1259,1,2,4,1,4,1,95,3,1,2,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,40288,1393,1,1,0,696.5,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,1,1,381,1,9,3,3,2,1,89,3,1,1,2,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0,9144,3172,0,0,0,1586.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,0,2,1117,1,8,2,1,4,0,66,3,1,4,2,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,31276,3310,25,0,0,1655.0,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,0,967,1,16,4,5,4,1,85,1,1,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,32878,2307,25,1,0,1153.5,0.8333333333333334,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,2,598,1,9,3,1,3,1,91,4,1,3,1,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,17342,2451,5,0,0,1225.5,0.16666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,2,788,0,24,4,3,2,1,36,3,1,2,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,35460,2177,36,2,0,1088.5,0.8571428571428571,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,0,879,1,9,2,3,3,0,72,3,2,3,2,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,26370,9390,80,0,0,1565.0,0.7272727272727273,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,1,2,813,1,1,3,3,2,1,61,3,1,4,1,2293,3020,2,1,16,3,1,1,6,2,2,2,0,2,0,19512,2293,12,0,0,1146.5,0.2857142857142857,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,2,408,1,9,4,1,3,1,42,2,1,2,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,12648,2657,6,1,0,1328.5,0.5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,2,1147,2,3,3,2,4,0,52,3,2,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,61938,11880,96,3,1,1980.0,0.35294117647058826,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0,2,228,2,6,4,3,3,1,98,3,2,4,1,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,8436,13004,35,1,1,2167.3333333333335,0.625,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,0,2,464,1,4,2,4,3,1,75,3,1,4,0,1951,10910,1,0,12,3,3,1,1,3,3,1,0,0,0,16240,1951,1,1,0,975.5,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,0,2,370,1,1,4,3,3,1,92,1,3,4,0,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,22200,32649,19,3,2,2720.75,0.05,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0,2,917,1,6,4,1,3,1,60,1,1,3,0,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,33012,2741,49,1,0,1370.5,0.875,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,0,2,722,2,24,1,2,2,0,60,2,4,4,1,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6,28158,48124,420,1,2,2406.2,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0,2,153,1,15,2,1,4,0,49,2,2,3,2,4193,12682,0,1,12,3,4,0,10,3,3,9,5,0,8,4437,8386,90,0,0,1397.6666666666667,0.8181818181818182,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,0,2,1115,1,3,4,3,1,1,54,2,1,4,2,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,30105,2045,20,0,0,1022.5,0.6666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,2,770,2,10,4,2,3,1,73,2,3,3,0,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,29260,26220,72,1,2,2185.0,0.8,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,0,1,458,1,26,5,3,1,0,60,3,3,1,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,19236,39573,20,2,2,3297.75,0.047619047619047616,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,2,1324,1,3,3,3,3,0,81,4,1,1,1,2670,9964,4,1,20,4,1,3,12,3,2,1,0,0,0,78116,2670,12,3,0,1335.0,0.07692307692307693,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0,2,469,1,2,2,3,4,1,35,3,4,1,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,19698,70660,506,2,2,3533.0,0.9166666666666666,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,2,1330,1,21,3,3,1,1,37,3,1,3,0,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,34580,2377,1,0,0,1188.5,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,0,2,483,1,6,3,3,4,1,95,2,2,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,19803,12064,40,2,1,2010.6666666666667,0.5555555555555556,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0,2,144,1,22,3,1,4,1,46,1,1,3,2,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,5040,4230,30,1,0,2115.0,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,0,2,593,1,1,4,3,4,1,88,3,2,3,1,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,33801,13510,45,3,1,2251.6666666666665,0.1875,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,0,2,1062,1,24,3,3,3,0,96,2,2,1,2,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,32922,13624,100,1,1,2270.6666666666665,0.9090909090909091,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59,0,0,1420,0,2,4,0,3,0,32,2,5,4,1,18844,21922,9,0,21,4,4,1,30,3,3,3,2,2,2,83780,94220,90,3,2,3140.6666666666665,0.0967741935483871,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,2,943,1,9,3,1,4,1,86,3,3,4,0,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,32062,25500,90,1,2,2125.0,0.8181818181818182,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,0,2,905,1,19,2,3,3,1,99,3,2,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,36200,5482,105,1,0,913.6666666666666,0.4375,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0,1,618,1,3,1,1,1,1,45,3,2,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,21012,15512,42,1,1,2585.3333333333335,0.75,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,0,1,840,1,9,3,3,1,1,64,3,5,3,0,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,34440,97095,378,2,2,3236.5,0.8181818181818182,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,2,1204,2,4,3,5,4,1,86,3,3,1,2,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,42140,28746,72,1,2,2395.5,0.8,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,0,2,1315,1,22,3,1,2,0,71,4,3,2,0,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,46025,35988,70,1,2,2999.0,0.6363636363636364,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,2,1219,2,18,3,3,3,0,86,3,2,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,42665,9202,25,1,0,1533.6666666666667,0.8333333333333334,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0,0,675,1,5,2,1,2,1,85,4,2,1,0,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,16875,8000,36,0,0,1333.3333333333333,0.8571428571428571,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,0,2,1495,1,5,4,5,1,1,96,3,2,3,1,6651,21534,2,0,14,3,2,1,20,0,2,3,2,1,2,73255,13302,60,2,1,2217.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0,2,1266,2,10,4,5,2,0,63,2,2,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,45576,11346,100,1,1,1891.0,0.9090909090909091,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,1,2,471,1,24,3,5,3,1,66,1,1,4,2,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,12246,2340,1,0,0,1170.0,0.5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,0,2,682,2,10,4,3,4,1,37,3,4,3,2,13872,24409,0,0,13,3,3,0,38,1,2,37,10,1,8,39556,55488,1406,3,2,2774.4,0.9487179487179487,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0,1,1242,2,20,3,1,4,0,90,3,2,3,2,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,33534,19962,49,0,2,3327.0,0.875,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,0,2,603,1,7,4,3,2,0,78,4,2,2,1,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,25326,4744,18,2,0,790.6666666666666,0.05263157894736842,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,2,1210,2,2,3,3,1,1,78,2,2,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,35090,13288,0,0,1,2214.6666666666665,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0,2,1055,1,2,4,1,1,0,47,3,2,4,1,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,28485,8454,12,0,0,1409.0,0.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,0,2,1128,1,13,3,3,2,1,95,4,2,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,47376,11076,0,2,1,1846.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,0,2,413,2,7,1,2,4,1,57,3,1,2,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,12390,2983,12,0,0,1491.5,0.6,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
20,0,2,959,1,1,3,1,4,0,83,2,1,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,19180,2836,1,0,0,1418.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,1,1005,1,2,2,1,4,1,79,3,1,4,2,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6,32160,3068,56,1,0,1534.0,0.7777777777777778,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1,1,251,1,10,2,1,1,0,45,2,1,3,2,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,5271,2625,4,0,0,1312.5,0.6666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,0,1,793,2,2,1,1,4,1,43,1,2,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,21411,10142,48,0,1,1690.3333333333333,0.6666666666666666,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,1,1,1306,2,5,3,2,2,1,69,3,1,2,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,23508,1878,0,0,0,939.0,0.0,3,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
18,1,2,230,1,3,3,1,3,1,54,3,1,3,2,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,4140,1420,0,0,0,710.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,2,1334,2,4,2,3,3,0,63,2,2,2,0,5209,19760,1,1,12,3,2,3,11,4,2,11,8,2,7,40020,10418,121,0,1,1736.3333333333333,0.9166666666666666,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,0,2,548,1,9,4,1,3,1,94,3,1,1,0,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,22468,2289,25,2,0,1144.5,0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,1,1,1496,2,1,3,5,1,1,92,3,1,3,1,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2,41888,2909,15,0,0,1454.5,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
30,0,2,852,1,1,1,1,4,1,55,2,2,4,1,5126,15998,1,1,12,3,3,2,10,1,2,10,8,3,0,25560,10252,100,0,1,1708.6666666666667,0.9090909090909091,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1,2,1334,1,10,3,1,3,0,36,2,1,1,2,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,28014,1416,1,0,0,708.0,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,1,2,660,1,15,3,4,1,1,81,3,2,3,0,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,23760,9668,9,1,0,1611.3333333333333,0.1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,0,1,967,2,8,3,2,2,0,43,3,3,4,2,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,30944,26994,81,1,2,2249.5,0.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,1,1391,1,10,1,3,3,1,66,3,1,3,1,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,52858,2684,6,1,0,1342.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,2,801,2,1,4,2,3,0,48,3,3,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,25632,31266,196,1,2,2605.5,0.9333333333333333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0,1,1297,1,5,2,1,4,0,53,3,1,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,35019,2379,30,0,0,1189.5,0.7142857142857143,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,2,144,2,10,1,2,4,0,39,2,2,2,0,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,4176,16536,49,0,1,2756.0,0.875,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0,2,1328,1,2,3,1,3,1,76,3,1,2,1,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4,38512,2703,30,0,0,1351.5,0.7142857142857143,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,2,213,1,7,3,3,3,1,49,3,3,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,7029,35073,182,1,2,2922.75,0.8666666666666667,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,2,264,2,9,3,2,3,1,59,3,5,3,1,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,13200,96655,27,2,2,3221.8333333333335,0.03571428571428571,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,2,427,1,1,3,3,1,1,33,3,2,4,1,6162,10877,1,1,22,4,2,1,9,3,3,9,8,7,8,13664,12324,81,1,1,2054.0,0.9,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,0,2,1383,1,10,3,1,4,1,90,3,3,1,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,49788,24963,180,1,1,2080.25,0.75,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0,2,1351,1,26,4,1,1,1,80,3,2,3,1,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,48636,10694,30,1,1,1782.3333333333333,0.2727272727272727,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0,2,322,2,7,2,3,1,0,44,4,2,1,0,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,12236,11210,64,1,1,1868.3333333333333,0.8888888888888888,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,1,2,267,2,13,4,2,1,1,85,4,4,3,2,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,14685,54780,456,3,2,2739.0,0.76,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0,2,201,1,5,3,5,4,0,84,3,1,1,0,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,6030,3204,24,0,0,1602.0,0.3333333333333333,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0,1195,1,2,2,3,1,1,65,2,4,4,1,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,53775,67168,440,2,2,3358.4,0.8695652173913043,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,2,1107,1,14,3,1,4,0,95,3,1,1,0,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,40959,3034,324,1,0,1517.0,0.9473684210526315,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,0,2,1302,1,2,3,3,4,1,84,1,2,2,0,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,66402,10964,52,3,1,1827.3333333333333,0.2857142857142857,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,0,2,1329,2,29,4,1,3,1,61,3,2,1,0,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,39870,8230,32,0,0,1371.6666666666667,0.4444444444444444,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,1,2,121,2,27,3,2,2,0,35,3,3,4,1,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,3509,22917,100,0,1,1909.75,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,0,2,499,2,2,1,2,3,1,36,3,2,2,1,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,15968,8156,12,1,0,1359.3333333333333,0.6,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,0,2,835,1,19,4,4,4,1,41,3,2,4,0,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,32565,7804,14,1,0,1300.6666666666667,0.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,2,1439,1,4,1,1,3,1,54,3,1,3,1,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,53243,2996,48,1,0,1498.0,0.6666666666666666,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,2,188,1,7,4,4,2,1,65,3,1,4,2,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,6768,4678,48,1,0,2339.0,0.6666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,2,1333,1,1,3,5,4,0,80,3,3,1,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,50654,40746,225,1,2,3395.5,0.9375,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,2,1221,2,7,3,2,3,1,96,3,2,1,0,5486,24795,4,0,11,3,1,3,15,3,3,2,2,2,2,58608,10972,30,2,1,1828.6666666666667,0.125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,0,1,575,1,1,2,1,1,0,71,1,1,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,14950,4364,10,0,0,2182.0,0.3333333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,0,2,931,1,14,3,3,4,0,72,3,1,2,1,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,30723,2756,64,1,0,1378.0,0.8888888888888888,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,2,334,1,24,2,1,3,1,83,4,3,4,0,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,19038,28317,60,3,2,2359.75,0.38461538461538464,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0,1,148,1,2,3,3,4,0,42,2,1,2,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,5624,2440,16,1,0,1220.0,0.8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0,2,1147,0,10,3,0,3,0,31,3,4,1,1,16799,16616,0,0,14,3,3,1,21,5,3,20,7,0,9,48174,67196,420,2,2,3359.8,0.9090909090909091,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,1,541,2,3,4,3,1,1,48,2,3,4,1,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,19476,29097,208,1,2,2424.75,0.7647058823529411,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,0,1,237,2,9,3,1,4,1,83,3,5,2,0,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,12087,99235,899,3,2,3307.8333333333335,0.90625,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,1,1249,1,7,3,1,1,1,97,3,3,1,0,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,56205,15630,576,2,1,1302.5,0.96,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,0,2,1322,1,2,4,1,3,1,52,2,1,3,2,2809,2725,2,0,14,3,4,0,8,2,3,2,2,2,2,52880,2809,16,1,0,1404.5,0.2222222222222222,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,2,1372,2,9,3,2,1,0,85,1,2,3,2,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,58996,10692,28,2,1,1782.0,0.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,0,2,1142,1,23,4,3,3,0,30,3,1,1,1,4014,16002,3,1,15,3,3,1,4,3,3,2,2,2,2,39970,4014,8,1,0,2007.0,0.4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,0,2,583,1,4,2,1,3,1,53,3,1,4,2,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,15158,2875,64,0,0,1437.5,0.8888888888888888,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,1,163,1,24,1,5,4,0,30,3,2,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,5053,10476,45,1,1,1746.0,0.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,0,2,161,1,10,3,1,3,0,42,4,3,4,1,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8,5957,41232,256,1,2,3436.0,0.9411764705882353,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
